SMILES,Cluster_at_cutoff_0.2,Cluster_at_cutoff_0.3,Cluster_at_cutoff_0.25,Cluster_at_cutoff_0.35,Cluster_at_cutoff_0.4,Cluster_at_cutoff_0.45,Cluster_at_cutoff_0.5,Cluster_at_cutoff_0.55,Cluster_at_cutoff_0.6,Cluster_at_cutoff_0.65,Cluster_at_cutoff_0.75,Cluster_at_cutoff_0.7,Cluster_at_cutoff_0.8,Cluster_at_cutoff_0.85,Cluster_at_cutoff_0.9,Cluster_at_cutoff_0.95,Cluster_at_cutoff_0.99
CCCCCc1cc(OCCN2CCCC2)cc2c1C=CC(C)(C)O2.CCCCCc1cc(OCCN2CCCC2)cc2c1C=CC(C)(C)O2.O=C(O)C(=O)O,21728,23637,22780,24126,23887,3103,4313,5267,6186,6181,20,581,1,3,0,0,0
CCCCCc1cc2c(cc1OCCN1CCCC1)OC(C)(C)C=C2.CCCCCc1cc2c(cc1OCCN1CCCC1)OC(C)(C)C=C2.O=C(O)C(=O)O,21727,2046,22779,3175,4243,3103,4313,5267,6186,6181,20,2098,2,5,0,0,0
CCCCCc1cc(OCCN2CCCC2)c2c(c1)OC(C)(C)C=C2.CCCCCc1cc(OCCN2CCCC2)c2c(c1)OC(C)(C)C=C2.O=C(O)C(=O)O,21726,23636,22778,24125,23886,3103,4313,5267,6186,6181,20,2098,2,1,0,0,0
Cc1ccc(OCC(=O)N2CCCC2)c(C)c1,3182,3331,4850,3420,4242,4447,4312,3339,1547,724,118,236,7,0,0,0,0
Cc1ccc(C)c(OCC(=O)N2CCCC2)c1,3181,3330,2499,4880,4242,5557,4312,5266,1547,724,624,236,7,0,0,0,0
CN1CCC(C)(c2cccs2)C1.O=C(O)C(=O)O,21725,23635,22777,24124,23885,12092,9375,10032,5370,5061,663,4094,1,0,0,0,0
O=C1C(Br)C(Br)C(=O)N1c1ccc(Cl)cc1,21724,23634,22776,24123,23884,23007,7600,10039,8493,3378,585,2821,40,4,1,0,0
O=C1CCC(=O)N1CN(CCCl)CCCl,21723,23633,22775,24122,23883,23006,13158,13187,8555,1938,340,2780,951,13,24,0,0
O=C1CCC(=O)N1c1nc2n(n1)C(c1ccc(Cl)cc1)C=C(c1ccc(Cl)cc1)N2,21722,3328,22774,2967,4240,4061,5422,6419,7236,6442,3615,6044,1534,21,1,0,0
Cc1ccnc(N2C(=O)CC(c3ccc(Br)cc3)C2=O)c1,21721,3327,22773,4878,4241,5555,5421,4402,5372,3952,1033,3142,139,55,0,0,0
O=C1CC(c2ccc(Br)cc2)C(=O)N1c1ccccn1,21720,23632,22772,24121,4241,12111,13157,13186,5372,3952,1033,3142,123,48,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,0,0,0,0
O=C1CC(c2ccccc2Cl)C(=O)N1C1CCCCC1,21719,23631,22771,24120,23882,7887,9381,7891,8554,1141,636,1242,139,5,0,0,0
O=C1CC(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,21718,23630,22770,8830,10773,7887,9381,7891,8554,3952,366,3142,139,17,1,0,0
Cc1cccnc1N1C(=O)CC(c2cccc(Cl)c2)C1=O,21717,3329,22769,4879,6503,7886,2806,5265,6185,3932,1404,1692,18,3,0,0,0
Cc1cccc(N2C(=O)CC(c3cccc(Cl)c3)C2=O)n1,21716,23629,22768,8828,10770,7885,2806,5265,6185,3932,2105,1692,18,3,0,0,0
Cc1cccnc1N1C(=O)CC(c2ccc(Cl)cc2)C1=O,21715,3329,22767,4879,6503,7886,5423,5265,4135,3952,366,3142,139,21,0,0,0
Cc1ccnc(N2C(=O)CC(c3ccc(Cl)cc3)C2=O)c1,21714,3327,22766,4878,4241,5555,5421,4402,4135,3952,366,3142,139,21,0,0,0
CCCc1nnc(N2C(=O)CC(c3ccc(Cl)cc3)C2=O)s1,21713,23628,22765,24119,23881,12108,13154,10038,4135,3952,1033,3142,190,4,0,0,0
O=C1CC(c2ccc(Cl)cc2)C(=O)N1c1cccnc1,21712,23627,22764,24118,23880,23005,5423,10037,4135,3952,662,3142,139,21,1,0,0
O=C1CC(c2ccccc2)C(=O)N1C1CCCCC1,21711,23626,22763,8830,10773,7887,9381,1269,978,883,56,531,26,6,0,0,0
O=C1CC(S(=O)(=O)C2CCCCC2)C(=O)N1c1ccccc1,21710,23625,22762,24117,23879,23004,21305,19412,16843,4270,106,970,20,6,0,0,0
O=C1CC(c2ccc(C3CC3)cc2)C(=O)N1,21709,23624,22761,24116,23878,5556,1068,1131,1131,1501,490,1692,48,55,0,0,0
CN1C(=O)CC(c2cc(Br)cc(Br)c2)C1=O,21708,23623,22760,24115,23877,7705,4260,1269,978,883,1033,531,139,3,0,0,0
O=C1CCC(=O)N1c1ccc2oc(=O)n(CN3CCOCC3)c2c1,21707,23622,22759,24114,23876,12110,13156,13185,10269,8473,340,5695,89,13,1,0,0
CCCCCCCCCC(O)CC1(O)OC(CC(O)C(O)C(O)C(O)C(O)CC(O)CC(O)CC(O)C(C)C(O)C(C)C(O)CC(O)C(C)C(O)C(C)C(O)C(C)C(O)C(O)CC(C)CC(C)C=C(C)C(O)=C2C(=O)C(C)N(C)C2=O)C(O)C(O)C1O,21706,6703,4849,8829,10772,12109,13155,13184,12658,11184,5683,8734,2638,284,1,0,0
O=C1CCC(=O)N1c1nc2n(n1)C(c1ccccc1)C=C(c1ccccc1)N2,3180,3328,2138,2967,4240,4061,5422,6419,7236,6442,3615,5391,103,21,0,0,0
CS(=O)(=O)O.CS(=O)(=O)O.O=C1CCC(=O)N1CCN1CCN(CCOC(c2ccccc2)c2ccccc2)CC1,21705,23621,22758,5922,7689,4062,721,46,34,26,1,10,1,0,0,0,0
CCCc1nnc(N2C(=O)CC(c3ccccc3)(c3ccccc3)C2=O)s1,21704,23620,22757,24113,23875,23003,21304,10036,4135,5062,1428,5078,12,0,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,1131,1131,1501,662,531,139,12,0,0,0
CCc1nnc(N2C(=O)CC(c3ccccc3)C2=O)s1,21703,23619,22756,24112,23874,12108,13154,10038,978,883,662,531,12,7,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCCCCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,0,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCCCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,0,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,21702,374,192,690,940,1469,2365,1131,1131,1501,662,1637,139,24,0,0,0
COc1ccc(C2C=C(c3ccccc3)Nc3nc(N4C(=O)CCC4=O)nn32)cc1,21701,6702,2138,2967,4240,4061,5422,6419,7236,6442,1488,6044,85,1,0,0,0
CC(C)c1ccc(C2CC(=O)NC2=O)cc1,21700,23618,22755,24111,23873,5556,1068,1131,1131,1501,490,1692,858,17,0,0,0
Cc1nnc(N2C(=O)C(C)C(c3ccccc3)C2=O)s1,21699,23617,22754,24110,10771,12107,13153,10036,12657,5062,2637,5078,103,15,0,0,0
Cc1ccc(C2=CC(c3ccccc3)n3nc(N4C(=O)CCC4=O)nc3N2)cc1,3180,3328,2138,2967,4240,4061,5422,6419,7236,6442,3615,5391,71,15,0,0,0
CCCc1nnc(N2C(=O)C(C)C(c3ccccc3)C2=O)s1,21698,23616,22753,24109,10771,12107,13153,10036,4135,5062,1428,5078,12,0,0,0,0
Cc1cccnc1N1C(=O)CC(c2ccccc2)C1=O,21697,3329,22752,4879,6503,7886,5423,4402,978,883,662,531,139,0,0,0,0
Cc1ccnc(N2C(=O)CC(c3ccccc3)C2=O)c1,21696,3327,22751,4878,4241,5555,5421,4402,978,883,662,531,12,0,0,0,0
Cc1ccc(N2C(=O)CC(c3ccccc3)C2=O)nc1,21695,23615,22750,24108,23872,5555,5421,4402,978,883,266,531,12,0,0,0,0
Cc1cccc(N2C(=O)CC(c3ccccc3)C2=O)n1,21694,23614,22749,8828,10770,7885,5421,4402,978,883,662,531,103,0,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCCCCCCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,0,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,0,0,0,0
O=C1CCC(=O)N1Nc1ccccc1,21693,23613,22748,24107,23871,23002,21303,8207,7235,6210,46,7,47,6,0,0,0
O=C1CC(c2ccccc2)C(=O)N1c1ccncc1,21692,23612,22747,24106,23870,23001,21302,1269,978,883,662,531,103,11,0,0,0
O=C1CC(c2ccccc2)C(=O)N1Cc1cccnc1,21691,23611,22746,24105,23869,23000,1432,2340,4715,883,662,531,103,1,0,0,0
CC(C)Oc1ccc(C2CC(=O)N(CCCN3C(=O)CC(c4ccc(OC(C)C)cc4)C3=O)C2=O)cc1,146,374,192,690,940,1469,2365,2741,1131,1501,662,3141,139,24,0,0,0
O=C1CCC(=O)N1CN1CCOCCOCCN(CN2C(=O)CCC2=O)CCOCCOCC1,2859,6317,4502,8463,6305,12106,4502,2853,1946,1621,340,278,226,19,1,0,0
C(CN1CCCC1)=C(c1ccccc1)c1ccccc1.Cl,1238,3326,2137,2966,2990,4060,3682,2740,957,6,1,2,0,0,0,0,0
CCC(C(=O)N1CCCC1C)(c1ccccc1)c1ccccc1,21690,23610,22745,24104,23868,22999,21301,19411,16842,1629,0,28,0,0,0,0,0
c1ccc(C(OCCN2CCCC2)c2ccccc2)cc1,3179,229,1133,269,151,195,65,46,34,26,1,2,1,0,0,0,0
CCN1CCC(OC(c2ccccc2)c2ccccc2)C1.[O-][Cl+3]([O-])([O-])O,21689,6701,22744,2965,2193,1186,722,418,247,437,12,167,1,0,0,0,0
CC(C)CN1CCC(OC(c2ccccc2)c2ccccc2)C1.Cl,3178,6700,2145,8827,2193,1186,722,418,247,437,12,167,1,0,0,0,0
CC(C)N1CCC(OC(c2ccccc2)c2ccccc2)C1.Cl,3177,6699,4848,1948,2192,1186,722,418,247,437,1,167,1,0,0,0,0
CN1CCC(OC(c2ccccc2)c2ccccc2)C1.Cl,21688,6698,4847,2964,2192,691,640,418,247,323,7,10,1,0,0,0,0
CCCN1CCC(OC(c2ccccc2)c2ccccc2)C1,1241,1149,1135,692,751,1186,722,418,247,437,1,10,1,0,0,0,0
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,3176,6697,4846,8826,10769,12105,13152,8147,7400,5654,0,1959,0,0,0,0,0
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1.Cl,3176,6697,4846,8826,10769,12105,13152,8147,7400,5654,0,1959,0,0,0,0,0
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3153,6669,4819,8803,10752,12093,9380,2178,5371,46,5,23,1,0,0,0,0
Cl.c1ccc(C(CCN2CCCC2)c2ccccc2)cc1,3175,6696,4845,5333,4239,3258,1492,457,179,94,1,2,1,0,0,0,0
C1CCN(C2CSSC2)C1.O=C(O)C(=O)O,3174,6695,4844,8825,10768,12104,13151,13183,12656,8603,2940,4328,208,26,8,0,0
CCCCCCCCCCCCOCCN1CCCC1,21687,23609,22743,24103,23867,22998,6967,53,46,57,2,8,9,4,0,0,0
CC1(C)OC2(C)CCC1CC2NCC(=O)N1CCCC1,3173,3325,2136,4877,6502,5554,4311,4401,4134,4519,1484,2944,1118,37,0,0,0
CC(C)(C)c1ccc(N(CCN2CCCC2)c2cccc(Cl)c2)cc1.Cl,3172,6694,4843,8824,6501,7884,9379,5425,6184,581,714,1648,9,3,0,0,0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl,3171,6693,4842,8823,10767,12103,13150,2312,2619,524,153,466,4,0,0,0,0
CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O,3171,6693,4842,8823,10767,12103,13150,2312,2619,524,153,466,4,0,0,0,0
CC(=NC(=S)CN1CCCC1=S)N(C)C,21686,23608,22742,24102,23866,22997,21300,7890,7234,8472,2978,5077,64,6,1,0,0
CN1CCCC1=NC(=S)CN1CCCC1=O,21685,23607,22741,24101,6500,7883,9378,7890,1658,619,224,486,64,3,0,0,0
CN1CCCC1=NC(=S)CN1CCCC1=S,21684,23606,22740,24100,6500,7883,9378,7890,7234,3158,617,686,64,6,0,0,0
S=C(CN1CCCC1=S)NCc1ccccc1,21683,23605,22739,24099,23865,22996,21299,13182,12655,3158,63,23,6,1,0,0,0
NC(=S)CN1CCCC1=S,21682,23604,22738,24098,23864,22995,21298,7890,7234,619,2978,5077,64,33,0,0,0
COc1ccc(CCN=C(N)CN2CCCC2=O)cc1OC.Cl,21681,23603,22737,24097,23863,22994,9377,6418,862,703,29,75,31,1,0,0,0
Cl.N=C(N)CN1CCCC1=O.O,21680,23602,22736,24096,10766,7906,6168,2993,1658,619,838,486,64,6,0,0,0
CS(=O)(=O)O.[O-][N+]1(CCOC23CCC(c4ccccc42)c2ccccc23)CCCC1,21679,23601,22735,24095,23862,4255,683,765,778,1187,1357,934,112,5,0,0,0
CC(=O)OCCN1CCCC1,21678,23600,22734,24094,10765,12102,2011,955,929,268,1,8,2,0,0,0,0
CC1(C)CCC(C)(C)N1CC(O)COCC12CC3CC(CC(C3)C1)C2.Cl,21677,23599,22733,5203,6499,3102,2364,1305,1433,1061,374,1126,343,37,8,0,0
Cl.OC(COC(Cc1ccccc1)Cc1ccccc1)CN1CCCC1,21676,23598,22732,24093,23861,22993,1480,1607,2401,75,1,9,4,0,0,0,0
NC(=O)OCCN1CCCC1,21675,23597,22731,24092,10765,12102,13149,955,929,468,1,8,2,0,0,0,0
CN1CCCC1CC(O)c1cccc(Cl)c1,21674,23596,22730,4875,1618,2373,3459,3702,4714,3059,329,1241,18,0,0,0,0
CC1CN(CCO)CC1C,21673,23595,22729,24091,23860,22992,21297,19410,12654,5014,2633,4790,963,3,0,0,0
Cc1cccc(OCC(O)CN2C(C)(C)CCC2(C)C)c1C.Cl,21672,23594,22728,2963,1617,1468,591,629,552,1061,724,311,29,0,0,0,0
Cc1ccc(C)c(OCC(O)CN2C(C)(C)CCC2(C)C)c1.Cl,21671,23593,22727,24090,1617,1468,591,859,552,1061,624,311,29,0,0,0,0
Cc1cccc(C)c1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3170,6692,4841,8822,1617,828,591,629,552,1061,523,311,7,0,0,0,0
Cc1ccc(OCC(O)CN2C(C)(C)CCC2(C)C)cc1C.Cl,21670,23592,22726,8821,1198,828,591,629,552,1061,18,311,29,0,0,0,0
Cc1cc(C)cc(OCC(O)CN2C(C)(C)CCC2(C)C)c1.Cl,21669,23591,22725,4874,1198,828,591,629,552,1061,724,311,197,16,0,0,0
OC(CN1CCCC1)(c1ccccc1)c1ccccc1,1237,1250,1267,1946,1266,2021,1238,113,809,46,1,28,0,0,0,0,0
OC(CC(c1ccccc1)c1ccccc1)CN1CCCC1,627,1887,1132,1945,2191,2020,1775,159,263,94,1,44,1,0,0,0,0
Cl.OC(CC(c1ccccc1)c1ccccc1)CN1CCCC1,627,1887,1132,1945,2191,2020,1775,159,179,46,1,44,1,0,0,0,0
OC(C=C(c1ccccc1)c1ccccc1)CN1CCCC1,626,1148,1131,1052,1699,2019,2016,1332,1657,505,103,2,0,0,0,0,0
Cl.OC(C=C(c1ccccc1)c1ccccc1)CN1CCCC1,626,1148,1131,1052,1699,2019,2016,1332,1657,505,1,2,0,0,0,0,0
O=C(O)C=CC(=O)O.c1c2c(c(COCN3CCCC3)c3c1CCC3)CCC2,21668,23590,22724,24089,10764,12101,10403,8506,3410,2618,110,323,1,7,0,0,0
CCCCCCN1CCCC1CC(O)c1cccc(OC)c1,21667,23589,22723,24088,1618,2373,3459,3702,4714,6111,184,2705,3,0,0,0,0
Cl.OCCN1CCCC1,1413,3324,2135,4876,4238,3101,4306,974,404,217,92,270,9,3,8,0,0
CN1CCCC1CC(O)c1cccc(O)c1,21666,23588,22722,4875,1618,2373,3459,3702,834,805,329,726,152,0,0,0,0
COc1ccccc1OC1CCN(CCOC(=O)c2ccccc2)C1.O=C(O)C(=O)O,3130,3312,4804,2953,2186,2374,1443,1140,1222,1016,0,1,0,0,0,0,0
COc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C,21665,23587,22721,24087,1617,828,591,493,552,27,23,21,2,0,0,0,0
COc1cccc(C(O)CC2CCCN2C)c1,21664,23586,22720,8820,1618,2373,3459,3702,4714,2704,68,1241,8,0,0,0,0
COc1cccc(C(CC2CCCN2C)OC(C)=O)c1,21663,23585,22719,24086,1618,2373,3459,3702,4714,3841,141,1241,8,0,0,0,0
COc1cccc(C(O)CC2CCCN2C(C)C)c1,21662,23584,22718,8820,1618,2373,3459,3702,4714,2704,97,3717,8,0,0,0,0
COc1cscc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3169,6691,4840,4873,4237,1468,1259,859,552,1061,724,311,29,2,1,0,0
CC(CN1CCCC1)OC(=O)c1ccccc1.Cl,21661,23583,22717,24085,23859,12100,6966,149,260,6,0,1,0,0,0,0,0
Cc1cccc(C(O)CC2CCCN2C)c1,21660,23582,22716,4875,1618,2373,3459,3702,4714,3841,68,1241,115,0,0,0,0
Cc1cccc(OCC(O)CN2C(C)(C)CCC2(C)C)c1.Cl,3168,6690,4839,4874,1198,828,591,629,193,159,18,149,115,0,0,0,0
Cc1ccc(OCC(O)CN2C(C)(C)CCC2(C)C)cc1.Cl,21659,23581,22715,4872,1198,828,591,629,552,1061,18,311,117,10,0,0,0
Cc1sccc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3167,6689,4838,8819,4236,1468,591,859,552,1061,724,311,29,1,0,0,0
Cc1ccsc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3166,6688,4837,8818,4236,1468,591,859,552,1061,724,311,751,0,0,0,0
Cc1cscc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3165,6687,4836,4873,3141,1468,591,859,552,1061,724,311,29,0,0,0,0
CC1(C)CCC(C)(C)N1CC(O)COc1ccccc1.Cl,3164,6686,4835,4872,1198,828,591,141,300,12,18,21,0,0,0,0,0
CC1(C)CCC(C)(C)N1CC(O)COCCc1ccccc1.Cl,21658,23580,22714,8817,10763,12099,591,629,552,1061,18,17,4,0,0,0,0
CC1(C)CCC(C)(C)N1CC(O)COCc1ccccc1.Cl,21657,23579,22713,8817,10763,828,591,629,552,1061,18,901,6,0,0,0,0
Cc1ccccc1OCC(O)CN1C(C)(C)CCC1(C)C.Cl,3163,6685,4834,2963,1617,451,182,78,81,214,35,311,2,0,0,0,0
CCOc1ccc(-c2ccccc2)cc1CN1CCCC1,21656,6678,22712,8811,10758,12098,1579,1700,7233,715,44,742,8,0,0,0,0
CCOC(CN1CCCC1)c1ccccc1,3162,6684,4833,4871,6497,7881,5420,808,2400,46,1,4,0,0,0,0,0
CCOC(C(=N)N1CCCC1)c1ccccc1,3161,6683,4832,8816,10762,12097,8381,7343,1770,908,0,4,0,0,0,0,0
CCNC1CCN(c2ccccc2)C1,21655,23578,22711,24084,23858,22991,21296,19409,10278,4676,106,1190,4,0,0,0,0
CCC(c1ccccc1)N1CCCC1.Cl,3160,6682,4831,953,1616,308,342,417,345,94,1,44,1,0,0,0,0
CCC(=CN1CCCC1)CC,21654,23577,22710,24083,23857,22990,21295,19408,16841,8734,118,6965,1175,26,0,0,0
CCC(c1ccc(OC)cc1)N1CCCC1.Cl,21653,23576,22709,8810,6498,516,650,417,345,263,76,243,3,16,0,0,0
CCc1ccc(S(=O)(=O)N2CCCC2)cc1,21652,23575,22708,24082,23856,22989,21294,10035,8553,7536,1751,1159,401,3,0,0,0
CCC1(c2ccccc2)C(=O)NC(=O)N(N2CCN(CC(=O)N3CCCC3)CC2)C1=O,21651,23574,22707,24081,23855,22988,21293,19407,10268,250,96,147,12,0,0,0,0
CCN1C(C)(C)CCC1(C)C,21650,23573,22706,8815,7012,8389,9376,7889,8552,6194,2497,5494,751,430,6,0,0
COc1ccccc1OC1CCN(CCCCOc2ccc(F)cc2)C1.Cl,21649,6681,4830,8814,1615,981,1443,1140,1222,2132,12,1467,2,1,0,0,0
COc1ccccc1OC1CCN(CCCOc2ccc(F)cc2)C1.O=C(O)C=CC(=O)O,21648,6681,4830,4868,1615,981,1443,1140,1222,2132,12,47,1,0,0,0,0
COc1ccccc1OC1CCN(CCC=Cc2ccc(F)cc2)C1.O=C(O)C=CC(=O)O,21647,23572,22705,24080,1615,981,1443,1140,1222,2132,91,1467,1,0,0,0,0
Cc1cccc(C2(C(=O)N3CCCC3)CCN(CCCC(=O)c3ccc(F)cc3)CC2)c1,21646,6680,4829,8813,10761,7882,5426,5,3,3,3,39,9,3,0,0,0
Cl.c1ccc2c(c1)C1CCC2(OCCN2CCCC2)C2CCCCC12,21645,23571,22704,24079,10760,12096,13148,13181,10267,6110,1357,934,2,16,0,0,0
CC1CCCN1CCCCCCC1(C)CCCN1,21644,23570,22703,24078,23854,22987,21292,19406,16840,13433,1678,7962,4,109,0,0,0
C(CCCN1CCCC1)CCN1CCCC1,21643,2068,1266,4870,4235,3100,497,416,404,217,119,270,9,3,8,0,0
C1CCNC1.Cl,1256,767,1130,1003,1270,1219,1725,962,1337,1368,1019,2025,628,232,8,0,0
O=C(CCc1ccccc1O)N1CCCC1,21642,23569,22702,24077,23853,22986,21291,19405,16839,6109,304,236,9,6,0,0,0
CC(C)COC(CN1CCCC1)c1ccccc1.Cl,21641,23568,22701,4871,6497,7881,5420,10034,2400,46,1,44,1,0,0,0,0
CC(C)C(c1ccccc1)N1CCCC1.Cl,3159,6679,4828,8812,7006,7880,4310,2412,345,263,1,80,1,0,0,0,0
CCCCN1CCCC1C(O)(c1ccccc1)c1ccccc1.Cl,21640,23567,22700,24076,23852,22985,13147,6417,12653,5590,12,363,4,0,0,0,0
COc1ccc(CN2CCCC2C(O)(Cc2ccccc2)Cc2ccccc2)cc1.Cl,21639,23566,22699,24075,23851,22984,21290,19404,16838,13432,125,332,4,1,0,0,0
Cl.OC(c1ccccc1)(c1ccccc1)C1CCCN1,690,1147,717,1944,2989,3099,2910,1475,2931,554,12,53,19,0,0,0,0
CN1CCCC1C(O)(c1ccccc1)c1ccccc1.Cl,21638,23565,22698,24074,23850,22983,13147,6417,2198,554,12,53,4,0,0,0,0
CN1CCC(C(O)(c2ccccc2)c2ccccc2)C1.Cl,21637,23564,22697,24073,10759,4460,2995,1475,1649,118,12,11,1,0,0,0,0
CCC(=O)OC(CC)(c1ccccc1)C1CCN(C)C1.O=C(O)C=CC(=O)O,21636,23563,22696,24072,23849,22982,21289,19403,16837,9601,12,57,0,0,0,0,0
Cl.NCC1CCCN1c1cccc(Cl)c1,21635,23562,22695,8807,4234,2372,1237,943,704,1113,184,73,18,1,0,0,0
OCCN1CCCC1C(O)c1ccccc1,21634,23561,22694,24071,23848,22981,21288,13180,12652,9600,7,58,1,0,0,0,0
Cl.NCC1CCCN1c1ccc(Cl)cc1,21633,23560,22693,8806,4233,2372,1237,943,704,1113,184,1587,9,3,0,0,0
COc1ccc(-c2ccccc2)cc1CN1CCCC1,21632,6678,22692,8811,10758,1090,1579,1700,1834,715,44,742,8,1,0,0,0
COCC1CCCN1C(=O)c1cc(-c2ccccc2)c(=O)n2ccc3ccsc3c12,21631,23559,22691,24070,23847,3104,4315,5269,10266,8471,2727,3316,326,1,0,0,0
COc1ccccc1OCC(=O)N1CCCC1,3158,3784,4827,4869,6496,5944,590,2119,1547,27,23,24,2,0,0,0,0
COc1ccc(OCC(=O)N2CCCC2)cc1,21630,3783,4826,648,702,515,590,710,669,153,11,236,3,1,0,0,0
COc1ccccc1OCCOCCN1CCCC1,1236,1146,668,1943,2988,4059,1887,1452,1656,108,1,24,2,1,0,0,0
COc1ccccc1OCCN1CCC(Oc2ccccc2OC)C1.O=C(O)C=CC(=O)O,21629,6677,4825,4868,1615,981,1443,1140,1222,2132,12,179,1,0,0,0,0
COc1ccccc1OC1CCN(CCOc2ccccc2)C1.O=C(O)C=CC(=O)O,21628,6677,4825,4868,1615,981,1443,1140,1222,2132,12,179,1,0,0,0,0
CCCC(c1ccc(OC)cc1)N1CCCC1.Cl,21627,23558,22690,8810,415,3098,342,571,587,263,76,243,3,0,0,0,0
CCc1cccc(N2CCCC2CN(C)C)c1.O=C(O)C=CC(=O)O,21626,3323,2134,2962,2987,4057,5419,2050,1655,2260,85,1587,1,1,0,0,0
COc1cccc(N2CCCC2CN(C)C)c1.O=C(O)C=CC(=O)O,21625,23557,22689,8809,10757,4058,5419,2050,1655,2260,184,323,1,1,0,0,0
CN(C)CC1CCCN1c1ccccc1.Cl,21624,23556,22688,24069,4233,1870,1689,943,704,1113,106,1587,4,1,0,0,0
Cc1cccc(N2CCCC2CN)c1C.Cl,21623,23555,22687,24068,10754,7878,6965,6416,704,1113,2553,1587,7,6,0,0,0
COc1ccccc1CN1CCCC1,3157,6676,4824,4867,6495,3266,5641,2051,1834,473,44,179,2,1,0,0,0
Cc1ccc(N2CCCC2CN)cc1C.Cl,21622,23554,22686,24067,10756,7879,1237,943,704,1113,184,1587,840,3,0,0,0
CCc1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O,21621,3323,2134,2962,2987,4057,1237,943,704,1113,85,1587,1,0,0,0,0
NCC1CCCN1c1cccc(F)c1.O=C(O)C=CC(=O)O,21620,23553,22685,2962,2987,4057,1237,943,704,1113,184,1587,1,3,0,0,0
COCCN(C)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,3156,6675,4823,1347,2190,1185,1444,1588,704,1113,8,885,1,0,0,0,0
COCCNCC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,3155,6674,4822,1346,2189,1185,1444,1588,704,1113,58,1587,1,0,0,0,0
COc1ccccc1N1CCCC1CN.Cl,21619,23552,22684,24066,23846,7878,6965,6416,704,1113,44,1427,2,1,0,0,0
COc1cccc(N2CCCC2CN)c1.Cl,21618,23551,22683,24065,4234,4058,1237,943,704,1113,184,598,4,1,0,0,0
COCCCN(C)CC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,3156,1886,4823,1347,2190,1185,1444,1588,1655,1113,8,1587,1,0,0,0,0
COCCCNCC1CCCN1c1ccccc1.O=C(O)C=CC(=O)O,3155,6674,4822,1346,2189,1185,1444,1588,1655,1113,105,1587,1,0,0,0,0
CC(C)c1cccc(N2CCCC2CN)c1.O=C(O)C=CC(=O)O,21617,23550,22682,8808,2987,4057,1237,943,704,1113,105,1587,1,0,0,0,0
CNCC1CCCN1c1ccccc1.Cl,21616,23549,22681,24064,10755,2372,1444,943,704,1113,106,1587,4,1,0,0,0
Cc1ccccc1N1CCCC1CN.Cl,21615,23548,22680,24063,10754,7878,6965,943,704,1113,305,1587,7,0,0,0,0
Cc1cccc(N2CCCC2CN)c1.Cl,21614,23547,22679,8807,4234,2372,1237,943,704,1113,184,1587,8,3,0,0,0
Cc1ccc(N2CCCC2CN)cc1.Cl,21613,23546,22678,8806,4233,2372,1237,943,704,1113,184,1587,117,18,0,0,0
